datum,titel,abstimmungstext,partei,parole
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken",EVP,JA
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken",FDP,NEIN
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken","Grüne",JA
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken",SP,JA
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken",SVP,NEIN
2018-06-10,"2. Gemeinnütziger Wohnungsbau auf dem Koch-Areal","Gemeinnütziger Wohnungsbau auf dem Koch-Areal, Quartiere Albisrieden/Altstetten, Übertragung der Wohnbaufelder vom Finanz- ins Verwaltungsvermögen, Objektkredit von 35,126388 Millionen Franken und Genehmigung Projektierungskredit (Eventualverpflichtung) von 6,887 Millionen Franken",glp,JA
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",AL,NEIN
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",BDP,JA
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",EVP,NEIN
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",FDP,JA
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»","Grüne",NEIN
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",SP,NEIN
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",SVP,JA
2018-06-10,"3. Volksinitiative Koch-Areal","Volksinitiative «Wohnen und Leben auf dem Koch-Areal»",glp,NEIN
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",AL,JA
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",BDP,NEIN
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",EVP,NEIN
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",FDP,NEIN
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»","Grüne",JA
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",SP,Stimmfreigabe
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",SVP,NEIN
2018-06-10,"4a. Volksinitiative Sechseläutenplatz","A. Volksinitiative «Freier Sechseläutenplatz»",glp,NEIN
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",AL,NEIN
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",BDP,JA
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",EVP,JA
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",FDP,JA
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»","Grüne",NEIN
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",SP,JA
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",SVP,JA
2018-06-10,"4b. Gegenvorschlag Volksinitiative Sechseläutenplatz","B. Gegenvorschlag des Gemeinderats zur Volksinitiative «Freier Sechseläutenplatz»",glp,JA
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",AL,"A - Volksinitiative"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",BDP,"B - Gegenvorschlag"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",EVP,"B - Gegenvorschlag"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",FDP,"B - Gegenvorschlag"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?","Grüne","A - Volksinitiative"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",SP,Stimmfreigabe
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",SVP,"B - Gegenvorschlag"
2018-06-10,"4c. Stichfrage Sechseläutenplatz","C. Stichfrage: Welche der beiden Vorlagen soll in Kraft treten, falls sowohl die Volksinitiative «Freier Sechseläutenplatz» als auch der Gegenvorschlag des Gemeinderats angenommen werden?",glp,"B - Gegenvorschlag"
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",AL,JA
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",BDP,JA
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",EVP,JA
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",FDP,NEIN
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken","Grüne",JA
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",SP,JA
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",SVP,NEIN
2018-06-10,"5. Gartenareal Dunkelhölzli","Gartenareal Dunkelhölzli mit Erneuerung Wirtschaftsgebäude, Bachöffnung, Hochwasserschutz, Objektkredit von 10,51 Millionen Franken",glp,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",AL,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",BDP,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",EVP,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",FDP,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken","Grüne",JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",SP,JA
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",SVP,NEIN
2018-06-10,"6. Bürogebäude Eggbühlstrasse","Bürogebäude Eggbühlstrasse 21/23/25, Quartier Seebach, Instandsetzung und bauliche Anpassungen für die städtische Verwaltung, Übertragung vom Finanz- ins Verwaltungsvermögen, Objektkredit von 119,063 Millionen Franken",glp,JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",AL,JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",BDP,JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",EVP,JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",FDP,NEIN
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken","Grüne",JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",SP,JA
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",SVP,NEIN
2018-06-10,"7. Neue kommunale Wohnsiedlung Herdern","Neue kommunale Wohnsiedlung Herdern, Quartier Aussersihl, sowie Energie-Contracting, Objektkredit von 28,565 Millionen Franken",glp,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",AL,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",BDP,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",EVP,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",FDP,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken","Grüne",JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",SP,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",SVP,JA
2018-06-10,"8. Ausbildungszentrum Rohwiesen","Ausbildungszentrum Rohwiesen, Opfikon, Erweiterung und Instandsetzung, Integration Sporthalle für die Schule Auzelg, Objektkredit von 118,84 Millionen Franken",glp,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",AL,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",BDP,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",EVP,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",FDP,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken","Grüne",JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",SP,JA
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",SVP,NEIN
2018-06-10,"9. Areal Herdern-, Bienen- und Bullingerstrasse (Busgarage und Werkhof)","Areal Herdern-, Bienen- und Bullingerstrasse, Quartier Aussersihl, Erweiterung VBZ-Busgarage Hardau und Ersatzneubau ERZ-Werkhof, Übertragung des Grundstücks vom Finanz- ins Verwaltungsvermögen, Objektkredit von 57,44 Millionen Franken",glp,JA
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",AL,NEIN
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",BDP,JA
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",EVP,NEIN
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",FDP,JA
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»","Grüne",NEIN
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",SP,NEIN
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",SVP,JA
2018-09-23,"1. Volksinitiative «Mehr Geld für Zürich»","Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»",glp,JA
2018-09-23,"2. Erweiterung der Fernwärmeversorgung","Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",AL,Stimmfreigabe
2018-09-23,"2. Erweiterung der Fernwärmeversorgung","Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",BDP,JA
